oid,name
-4207,Contra Costa Water District
-4206,Contra Costa Transportation Authority
-4205,Contra Costa Taxpayers Assoc.
-4204,Contra Costa LAFCO
-4203,Contra Costa Generating Station LLC
-4202,Contra Costa District Attorney's Office
-4201,Contra Costa County Superintendents Coalition
-4200,Contra Costa County Public Defender's Office
-4199,Contra Costa County Public Defender Association
-4198,Contra Costa County Police Chiefs Association
-4197,Contra Costa County Office of Education
-4196,Contra Costa County Of
-4195,Contra Costa County Fire Protection District
-4194,Contra Costa County Deputy Sheriffs' Association
-4193,Contra Costa County Defenders Association
-4192,Contra Costa County Board of Supervisors
-4191,Contra Costa County
-4190,Contra Costa Childcare Council
-4189,CONTINUUM FUND OF ZACHRY HOLDINGS
-4188,Continental Currency Services
-4187,Continental Casualty Company d/b/a CNA
-4186,Continental Casualty Company  (Cna Insurance Companies)
-4185,Continental Inc.
-4184,Consumer Watchdog
-4183,Consumers Union Safe Patient Project
-4182,Consumers Union Of US Inc
-4181,Consumers Union
-4180,Consumer Technology Association
-4179,Consumer Specialty Products Association
-4178,Consumer Reports
-4177,Consumer Lending Alliance
-4176,Consumer Healthcare Products Association
-4175,Consumer Health Alliance
-4174,Consumers For Auto Reliability & Safety
-4173,Consumer Federation Of California
-4172,Consumer Federation of America
-4171,Consumer Energy Alliance - Florida
-4170,Consumer Data Industry Association
-4169,Consumer Attorneys Of California PAC
-4168,Consumer Attorneys of California Consumer Protection Fund
-4167,Consumer Attorneys Assn. of Los Angeles PAC sponsored by Consumer Attorneys Assn. of Los Angeles
-4166,Consumer Attorneys Association Of Los Angeles PAC
-4165,Consumer Action
-4164,Consulting Solutions
-4163,CONSULTING MANAGEMENT SOLUTIONS
-4162,"Consulting Engineers And Land Surveyors Of California, Including Infrastructure Delivery Council, A Division Thereof"
-4161,"Consulting Engineers And Land Surveyors Of California, Including Infrastructure Delivery Council"
-4160,CONSULTING ENGINEERS
-4159,Consulate General of Ukraine in San Francisco
-4158,"Consulate General Of The Republic Of Azerbaijan In Los Angeles, The"
-4157,Construction Management Association Of America
-4156,Construction Industry Legislative Council
-4155,Construction Industry Force Account Council
-4154,Construction Employers' Association PAC
-4153,Construction Employers Association (CEA) PAC
-4152,Construction Employers' Association
-4151,Constellation Energy Group
-4150,"Constellation Brands, Inc."
-4149,Consolidated Communications
-4148,Conservice Utility Management And Billing
-4147,CONSERVATIVE PRINCIPLES FOR FLORIDA
-4146,CONSERVATIVES FOR PRINCIPLED LEADERSHIP
-4145,CONSERVATIVES FOR A BETTER TOMORROW
-4144,Conservation Strategy Group
-4143,Conservation Corps of Long Beach
-4142,Conservation Corps North Bay
-4141,Conservation Corp
-4140,Conscious Period
-4139,Conscious Cannabis Ventures
-4138,CONROE PROFESSIONAL FIRE FIGHTERS ASSOCIATION
-4137,Conocophillips
-4136,Connie M. Leyva for Senate 2018
-4135,Connections Education
-4134,Connections Academy
-4133,Congress of California Seniors
-4132,Congregation Beth Am
-4131,Confidential Data Destruction Company
-4130,Conference Of Delegates Of California Bar Associations
-4129,Conference of California Bar Associations  - Sponsor
-4128,Conference of California Bar Associations
-4127,CONFECTION CONNECTION
-4126,"Conexia, Inc."
-4125,Conduent Inc And Its Affiliates
-4124,"CONDOTTE, AMERICA"
-4123,"Condon-Johnson and Associates, Inc."
-4122,"Concord, City Of"
-4121,CONCHO RESOURCES
-4120,Concerned Women for America
-4119,Concerned Veterans for America
-4118,Concerned Dog Owners Of California
-4117,"Concerned Americans for Responsible Government, Sponsored by the California Trucking Association (CARGO PAC)"
-4116,"Concerned Americans for Responsible Government, Sponsored by the California Trucking Association"
-4115,Concerns
-4114,"Concept Development, Inc"
-4113,CONCEPT CONSTRUCTION
-4112,"Concentra, Inc."
-4111,Conaway Preservation Group LLC
-4110,Conatus Capital Management LP
-4109,Con Am
-4108,"Comvest Advisors, LLC"
-4107,Computing Technology Industry Association  CTIA
-4106,Computing Technology Industry Association Comptia
-4105,Computing Technology Industry Association
-4104,Computer Technology Industry Association
-4103,Computer Software Industry Association
-4102,Computer Sciences Corporation
-4101,Computerized Vehicle Registration
-4100,"Computer Associates, Inc."
-4099,Computer And Communications Industry Association
-4098,Compusa
-4097,Comptroller of Public Accounts
-4096,Compton Unified School District
-4095,Compton Community College District
-4094,"Compton, City Of"
-4093,CompTIA
-4092,Compressed Gas Association
-4091,Comprehensive Outpatient Surgery Center
-4090,Comprehensive Industrial Disability Management
-4089,Comprehensive Health Management Inc.
-4088,COMPREHENSIVE EXAMINATION SERVICES INC
-4087,"Comppharma, LLC"
-4086,"Comp Partners, Inc."
-4085,"Compline, LLC And Its Affiliated Entities, Including Providence Publications, LLC"
-4084,Compline LLC
-4083,Compliance News Co.
-4082,"Compliance Associates, iNC."
-4081,Complete College America
-4080,Comp Iq Corporation
-4079,"Competitive Power Ventures, Inc."
-4078,"Competitive Carriers of the South, Inc"
-4077,"Compensation Risk Managers, LLC"
-4076,CompassLearning
-4075,COMPASSIONATE MEDICAL CENTER
-4074,Compassion & Choices CA
-4073,Compassion & Choices
-4072,COMPASS BANK
-4071,COMPASS BANCSHARES INC PAC- TEXAS
-4070,Community Water Center
-4069,Community Technology Organizing Consortium
-4068,"Community Social Model Advocates, Inc."
-4067,Community Resources for Independent Living
-4066,Community Nature Connection
-4065,Community Loans Of America Inc.
-4064,"Community Initiatives For Its Fiscally Sponsored Project, The John Burton Foundation"
-4063,Community HousingWorks
-4062,Community Housing Partnership
-4061,"Community Housing Improvement Systems & Planning Association, Inc."
-4060,"Community Hospice of Northeast Florida, Inc"
-4059,Community Health Systems
-4058,Community Health Centers of Pinellas Inc
-4057,COMMUNITY HEALTHCARE POLITICAL COMMITTEE
-4056,Community Health Group
-4055,Community Food and Justice Coalition
-4054,Community Financial Services Association Of America
-4053,Community Financial Resource Center
-4052,Community Family Care Ipa
-4051,"Community Education Centers, Inc"
-4050,"Community Economics, Inc."
-4049,Community Development Commission Of The Los Angeles County
-4048,Community Conservations Solutions
-4047,Community Conservancy International
-4046,Community College League of California
-4045,Community College League
-4044,Community College Foundation
-4043,Community College Facility Coalition
-4042,"Community Choice Partners, Inc."
-4041,Community Child Care Council of Sonoma County
-4040,Community Child Care Council  of Alameda County
-4039,Community Champions
-4038,Community Bridges
-4037,Community Associations InstituteCalifornia Legislative Action Committee
-4036,Community Associations Institute/California Legislative Action Committee
-4035,community associations institute- ca legislative action
-4034,Community Associations Institute
-4033,Community Alliance With Family Farmers
-4032,Community Action Partnership of Orange County
-4031,Community Action Agency of Butte County
-4030,Communities United for Restorative Justice
-4029,Communities To Save Enterprise Zones
-4028,"Communities In Schools of Texas, Inc."
-4027,Communities For California Cardrooms
-4026,Communities Actively Living Independent & Free
-4025,Communications Workers Of America Local 9509
-4024,Communication Workers Of America Local 9400
-4023,"Communications Workers of America, District 9, AFL-CIO"
-4022,Communications Workers of America District 9
-4021,"Communications Workers of America, AFL-CIO, CLC Local 9003"
-4020,"Communications Workers Of America, 9Th District"
-4019,Communications Workers of America - District 9
-4018,Communications Workers Of America
-4017,"Communication Service for the Deaf, Inc."
-4016,"CommTech Systems, Inc."
-4015,Commonweal The Juvenile Justice Program
-4014,Commonweal Juvenile Justice Program
-4013,Common Sense Kids Action
-4012,Common Ground
-4011,"Committee on Political Education of the California Labor Federation, AFL-CIO"
-4010,Committee On Moral Concerns
-4009,COMMITTEE FOR JUSTICE TRANSPORTATION & BUSINESS
-4008,Commit! Partnership
-4007,Commit Dallas
-4006,Commission on Teacher Credentialing
-4005,Commercial Vehicle Training Association
-4004,Commercial Real Estate Finance Forum
-4003,"Commercial Real Estate Development Association, NAIOP of California"
-4002,Commercial Energy
-4001,"Commerce Energy, Inc."
-4000,"Commerce, City Of"
-3999,Commerce/Commerce Community Development Commission City Of
-3998,"command the room!, palo alto"
-3997,Comite Civico Del Valle
-3996,COMERICA INC PAC
-3995,Comerica Bank
-3994,Comcast NBC Universal
-3993,Comcast Mo Of Delaware Inc.
-3992,Comcast Financial Agency Corporation
-3991,"Comcast Cable Communications Management, LLC"
-3990,"Comcast Cable Communications, LLC"
-3989,"Comcast Corporation And Its Wholly Owned Subsidiaries Including Nbcuniversal Media, LLC"
-3988,"Comcast Corporation And Its Wholly-Owned Subsidiaries Including Nbc Universal Media, LLC"
-3987,"Comcast Corporation And Affiliated Entities, Including Nbcuniversal Media, LLC"
-3986,Comcast Corporation & Affiliated Entities
-3985,Comcast Corporation
-3984,Combined Law Enforcement Associations of TX
-3983,COMBINED LAW ENFORCEMENT ASSOCIATION OF TEXAS
-3982,COMBINED INSURANCE SERVICES OF NORTH FLORIDA
-3981,COMBINED INSURANCE SERVICES INC
-3980,"Comal Ag Operations, LLC"
-3979,Comac Capital LLP
-3978,Colusa Indian Community Council And Affiliated Entities
-3977,Colusa Basin Drainage District
-3976,"Column Technologies, Inc"
-3975,"Columbia Management Investment Advisers, LLC"
-3974,Columbia California Good Government Group
-3973,Colton Redlands Yucaipa Regional Occupational Program
-3972,"Colton, City Of"
-3971,Colorado Medical Waste
-3970,Colony Ridge Development
-3969,Colodny Fass
-3968,"Colma, Town Of"
-3967,Collision Repair Association Of California
-3966,Collier Health Services Inc. of Immokalee
-3965,COLLIER ENTERPRISES MANAGEMENT INC
-3964,Collis & Ramos
-3963,Coller Capital Limited
-3962,"College of the Siskiyous, Foster Youth Success Program"
-3961,College of the Sequoias
-3960,College of the Canyons
-3959,College Of Marin
-3958,College Elementary School District
-3957,College Board The
-3956,Coleman Natural Foods
-3955,Coleman College
-3954,Coleman advocates for Children & Youth
-3953,"COLANTUONO, HIGHSMITH & WHATLEY, PC"
-3952,CohnReznick  LLP
-3951,"Cohelan, Khoury & Singer"
-3950,Cognizant Technology Solutions
-3949,Cogeneration Ash Council
-3948,"Coffman Specialities, Inc."
-3947,Codys crusade
-3946,CodeRev Kids
-3945,Code Pink
-3944,Code 3 Emergency Partners
-3943,CocaCola Company The
-3942,Coca Cola
-3941,"Coca-Cola Refreshments USA, Inc."
-3940,Coca-Cola North America Group
-3939,Coca-Cola Company
-3938,Coblentz Patch Duffy & Bass LLP
-3937,CoBank
-3936,"Cobalt Power Systems, Inc."
-3935,"Coats Rose, P.C."
-3934,Coating Resource Corp
-3933,Coastside Fishing Club
-3932,Coastside Farmers' Markets
-3931,Coast Seafoods Company
-3930,Coastline Regional Occupational Program
-3929,Coast Hills Credit Union
-3928,Coast Community College District
-3927,Coastal Resources Management
-3926,COASTAL HOMEOWNERS INSURANCE SPECIALISTS
-3925,Coastal Environmental Rights Foundation
-3924,COASTAL CONSTRUCTION OF MD COUNTY
-3923,COASTAL CONSTRUCTION GROUP
-3922,Coastal Conservation Association
-3921,COASTAL BEND PROPERTY DEVELOPMENT
-3920,COAST
-3919,Coalition to Stop Internet Gambling
-3918,Coalition To Advance Health Care Reform
-3917,Coalition to Abolish Slavery and Trafficking
-3916,Coalition on Homelessness San Francisco
-3915,Coalition on Homelessness
-3914,Coalition on California Welfare Rights Organizations
-3913,Coalition Of Vehicle Registration Services
-3912,Coalition Of University Employees
-3911,Coalition of Small and Disabled Veteran Businesses
-3910,Coalition Of Ignition Interlock Manufacturers
-3909,Coalition of Human Rights Policy Advocates
-3908,Coalition of Franchisee Association
-3907,Coalition of California Welfare Rights Organizations
-3906,Coalition of California Utility Employees
-3905,Coalition Of California Home Inspectors
-3904,Coalition For Sustainable Cement Manufacturing And Environment
-3903,Coalition for Small and Disabled Veteran Businesses
-3902,Coalition For Responsible Science
-3901,Coalition For Renewable Natural Gas
-3900,Coalition For Public Access
-3899,Coalition For Procurement Reform
-3898,"Coalition For Natural Health, Inc."
-3897,Coalition For Injured Workers
-3896,Coalition for Human Immigrant Rights of Los Angeles
-3895,"Coalition for Humane Immigrant Rights, Los Angeles"
-3894,Coalition for Humane Immigrant Rights
-3893,Coalition for Humane Immigrant Legal Rights of Los Angeles (CHIRLA)
-3892,Coalition For Hourly Instructional Programs
-3891,Coalition For Fair Taxation
-3890,Coalition For Enhanced Marine Resources
-3889,Coalition for Elder and Dependent Adult Rights
-3888,Coalition for Compassionate Care of California
-3887,Coalition for Compassionate Care in California
-3886,Coalition For Clean Air
-3885,Coalition For Auto Repair Equality
-3884,Coalition for a Safe Environment
-3883,Coalition For Adequate School Housing
-3882,Coalition for Adequate Funding for Special Education
-3881,Coalition For A Better Los Angeles Spons By Plumbers Local Union 78
-3880,"Coalinga, City Of"
-3879,Coalinga-Huron Unified School District
-3878,COS Action - TX
-3877,Coachella Valley Water District
-3876,Coachella Valley Unified School District
-3875,Coachella Valley Recreation And Park District
-3874,Coachella Valley Conservation Commission
-3873,Coachella Valley Association of Governments
-3872,"CNU Online Holdings, LLC"
-3871,Cnpa Services Inc. On Behalf Of C.N.P.A.
-3870,Cnpa Services Inc.
-3869,Cni College
-3868,"Cmls, LLC"
-3867,Club One Casino
-3866,"ClubCorp Holdings, Inc."
-3865,Club 21 Learning and Resource Center
-3864,Clovis Unified School District
-3863,Clover Health
-3862,CLOUGH HARBOUR & ASSOCIATES LLP
-3861,CLOUDBREAKSONOMALLC
-3860,CLOSTER FARMS
-3859,CloseWatch Technologies
-3858,Close The Gap California
-3857,Clorox Company The
-3856,"CLM Group, Inc."
-3855,Clippinger Ford
-3854,Clipper Corporation
-3853,Clinica Medica San Miguel
-3852,Clinical Pharmacology Services
-3851,"Clinical director, Pregnancy and Postpartum Health Alliance of Texas"
-3850,"Clinicas de Salud del Pueblo, Inc."
-3849,Climb Real Estate Group
-3848,Climate Plan
-3847,Climate Earth
-3846,Climatec LLC
-3845,Cliffside Malibu
-3844,"Clif Bar, Inc"
-3843,Cleveland Clinic Florida Health System Nonprofit Corporation
-3842,Cleveland Chiropractic College
-3841,Clessidra Sgr S.P.A.
-3840,Clergy and Laity United for Economic Justice.
-3839,Clearwater Port LLC
-3838,Clear Springs Management Limited
-3837,ClearPoint Federal Bank and Trust
-3836,"Clear Global, LLC"
-3835,Clearedge Power
-3834,CLEAR CHOICE HEALTH CARE
-3833,Clear Channel Outdoor Inc. & Affiliates
-3832,"Clear Channel Outdoor, Inc."
-3831,"Clear Channel Communications, Clear Channel Outdoor & Its Affiliates "
-3830,"Clear Channel Communications, Inc."
-3829,"ClearAdvocacy, LLC"
-3828,Clean World Partners
-3827,CleanWorld
-3826,Clean Water Action
-3825,CleanTech San Diego
-3824,Cleanstreet
-3823,Clean Power Campaign
-3822,Cleanology Housekeeping Personnel Services
-3821,Clean Hydroelectric Coalition
-3820,"Clean Harbors Environmental Services, Inc."
-3819,"Clean Harbors, Inc."
-3818,"clean fuel connection, inc."
-3817,Clean Fleets Coalition
-3816,Clean Fleets And Fuels Group
-3815,Clean Energy Jobs Coaltion
-3814,Clean Energy Fuels
-3813,Clean Energy
-3812,CLEAN Carwash Campaign
-3811,Clean Beaches Coalition
-3810,Clean & Sober Transitional Living
-3809,Clean Air Logix
-3808,Cleaire Advanced Emission Controls
-3807,CLASSIFIED TECHNOLOGIES GROUP
-3806,Clarks
-3805,"Clarity Aerial Sensing, LLC"
-3804,"Clarion Partners, LLC"
-3803,Claria Corporation
-3802,"Claren Road Asset Management, LLC"
-3801,"Claremont, City Of"
-3800,CLAIMS QUESTIONS LLC
-3799,CLA Consultants
-3798,Ck And Associates
-3797,CJ Segerstrom & Sons
-3796,Civil Service Employees Association
-3795,Civil Justice Association Of California
-3794,City Pass
-3793,City Of Yreka
-3792,City of Woodland
-3791,City Of Wildomar
-3790,City of Whittier
-3789,city of west sacramento
-3788,City of West Park
-3787,City Of West Hollywood Department Of Rent Stabilization And Housing
-3786,City of West Hollywood
-3785,City of Walnut Creek
-3784,City Of Visalia
